,FECHA_ENT
1497,2020-01-28
1498,2020-01-22
1499,2020-01-27
1500,2020-01-17
1501,2020-01-27
1502,2020-01-27
1503,2020-01-27
1504,2020-01-27
1505,2020-01-27
1506,2020-01-28
1507,2020-01-28
1508,2020-01-28
1509,2020-01-28
1510,2020-01-28
1511,2020-01-28
1512,2020-01-23
1513,2020-01-28
1514,2020-01-28
1515,2020-01-28
1516,2020-01-28
1517,2020-01-20
1518,2020-01-28
1519,2020-01-28
1520,2020-01-28
1521,2020-01-28
1522,2020-01-28
1523,2020-01-17
1524,2020-01-28
1525,2020-01-20
1526,2020-01-28
1527,2020-01-22
1528,2020-01-29
1529,2020-01-16
1530,2020-01-29
1531,2020-01-17
1532,2020-01-17
1533,2020-01-23
1534,2020-01-30
1535,2020-01-30
1536,2020-01-30
1537,2020-01-30
1538,2020-01-30
1539,2020-01-29
1540,2020-01-30
1541,2020-01-30
1542,2020-01-30
1543,2020-01-24
1544,2020-01-31
1545,2020-01-31
1546,2020-01-22
1547,2020-01-24
1548,2020-01-31
1549,2020-01-31
1550,2020-01-30
1551,2020-01-28
1552,2020-01-17
1553,2020-01-23
1554,2020-01-16
1555,2020-01-31
1556,2020-01-31
1557,2020-01-31
1558,2020-01-31
1559,2020-01-31
1560,2020-01-31
1561,2020-01-27
1562,2020-01-31
1563,2020-01-29
1564,2020-01-31
1565,2020-01-27
1566,2020-01-22
1567,2020-01-31
1568,2020-01-31
1569,2020-01-31
1570,2020-01-31
1571,2020-01-31
1572,2020-01-31
1573,2020-01-31
1574,2020-01-31
1575,2020-01-31
1576,2020-01-31
1577,2020-01-31
1578,2020-01-31
1579,2020-01-31
1580,2020-01-31
1581,2020-01-31
1582,2020-01-31
1583,2020-01-31
1584,2020-01-31
1585,2020-01-31
1586,2020-01-30
1587,2020-02-05
1588,2020-01-30
1589,2020-01-24
1590,2020-02-05
1591,2020-01-30
1592,2020-02-04
1593,2020-02-05
1594,2020-02-05
1595,2020-02-05
1596,2020-02-05
1597,2020-02-04
1598,2020-02-04
1599,2020-01-31
1600,2020-02-05
1601,2020-02-05
1602,2020-02-05
1603,2020-02-05
1604,2020-02-05
1605,2020-02-04
1606,2020-02-06
1607,2020-02-05
1608,2020-02-06
1609,2020-02-06
1610,2020-02-06
1611,2020-02-06
1612,2020-02-06
1613,2020-01-27
1614,2020-02-06
1615,2020-02-06
1616,2020-02-06
1617,2020-02-06
1618,2020-02-06
1619,2020-02-06
1620,2020-02-06
1621,2020-01-27
1622,2020-01-31
1623,2020-02-06
1624,2020-01-27
1625,2020-01-23
1626,2020-02-06
1627,2020-02-10
1628,2020-02-06
1629,2020-02-06
1630,2020-02-06
1631,2020-02-06
1632,2020-02-07
1633,2020-01-29
1634,2020-02-07
1635,2020-01-29
1636,2020-01-31
1637,2020-01-21
1638,2020-02-04
1639,2020-02-07
1640,2020-01-27
1641,2020-02-07
1642,2020-02-07
1643,2020-01-22
1644,2020-02-07
1645,2020-02-07
1646,2020-02-07
1647,2020-01-29
1648,2020-02-07
1649,2020-02-07
1650,2020-02-10
1651,2020-02-07
1652,2020-02-07
1653,2020-02-10
1654,2020-02-10
1655,2020-02-10
1656,2020-02-07
1657,2020-01-28
1658,2020-02-10
1659,2020-01-31
1660,2020-02-10
1661,2020-02-10
1662,2020-01-30
1663,2020-02-10
1664,2020-02-10
1665,2020-02-12
1666,2020-01-31
1667,2020-02-11
1668,2020-02-06
1669,2020-02-07
1670,2020-02-11
1671,2020-01-10
1672,2020-01-28
1673,2020-02-11
1674,2020-01-30
1675,2020-02-11
1676,2020-02-06
1677,2020-02-11
1678,2020-02-05
1679,2020-02-05
1680,2020-01-07
1681,2020-02-11
1682,2020-01-22
1683,2020-02-05
1684,2020-02-11
1685,2020-01-28
1686,2020-01-31
1687,2020-02-11
1688,2020-02-07
1689,2020-02-10
1690,2020-02-11
1691,2020-02-05
1692,2020-02-11
1693,2020-02-11
1694,2020-02-12
1695,2020-02-12
1696,2020-02-12
1697,2020-01-28
1698,2020-02-18
1699,2020-02-07
1700,2020-02-17
1701,2020-02-12
1702,2020-02-12
1703,2020-02-06
1704,2020-02-12
1705,2020-02-06
1706,2020-02-12
1707,2020-02-12
1708,2020-02-13
1709,2020-02-13
1710,2020-02-13
1711,2020-02-07
1712,2020-02-13
1713,2020-02-13
1714,2020-02-13
1715,2020-02-13
1716,2020-02-13
1717,2020-02-13
1718,2020-02-07
1719,2020-02-17
1720,2020-01-29
1721,2020-02-14
1722,2020-02-14
1723,2020-02-05
1724,2020-02-07
1725,2020-02-11
1726,2020-02-14
1727,2020-02-14
1728,2019-12-11
1729,2019-12-11
1730,2020-02-10
1731,2020-02-14
1732,2020-02-12
1733,2020-01-29
1734,2020-02-14
1735,2020-01-31
1736,2020-02-17
1737,2020-02-14
1738,2020-02-19
1739,2020-02-17
1740,2020-02-13
1741,2020-02-10
1742,2020-02-17
1743,2020-02-10
1744,2020-02-12
1745,2020-02-13
1746,2020-02-17
1747,2020-02-17
1748,2020-02-17
1749,2020-02-17
1750,2020-02-10
1751,2020-02-18
1752,2020-02-19
1753,2020-02-07
1754,2020-02-14
1755,2020-01-30
1756,2020-02-10
1757,2020-02-18
1758,2020-02-18
1759,2020-01-17
1760,2020-02-18
1761,2020-02-19
1762,2020-02-18
1763,2020-02-18
1764,2020-02-18
1765,2020-02-14
1766,2020-02-19
1767,2020-02-18
1768,2020-02-18
1769,2020-02-18
1770,2020-02-19
1771,2020-02-19
1772,2020-02-06
1773,2020-01-28
1774,2020-02-19
1775,2020-02-04
1776,2020-02-19
1777,2020-02-19
1778,2020-02-19
1779,2020-02-19
1780,2020-02-17
1781,2020-02-19
1782,2020-02-19
1783,2020-02-20
1784,2020-02-25
1785,2020-02-20
1786,2020-02-20
1787,2020-02-20
1788,2020-02-20
1789,2020-02-20
1790,2020-02-12
1791,2020-02-20
1792,2020-01-13
1793,2020-02-07
1794,2020-02-20
1795,2020-02-13
1796,2020-02-13
1797,2020-02-20
1798,2020-02-20
1799,2020-02-20
1800,2020-02-20
1801,2020-02-20
1802,2020-02-20
1803,2020-02-14
1804,2020-02-14
1805,2020-02-21
1806,2020-02-21
1807,2020-02-21
1808,2020-02-21
1809,2020-02-26
1810,2020-02-21
1811,2020-01-21
1812,2020-02-17
1813,2020-02-21
1814,2020-02-21
1815,2020-02-21
1816,2020-02-21
1817,2020-02-14
1818,2020-02-21
1819,2020-02-21
1820,2020-02-21
1821,2020-02-19
1822,2020-02-26
1823,2020-02-25
1824,2020-02-24
1825,2020-02-13
1826,2020-02-17
1827,2020-02-24
1828,2020-02-25
1829,2020-02-24
1830,2020-02-24
1831,2020-02-06
1832,2020-02-24
1833,2020-02-24
1834,2020-02-19
1835,2020-02-24
1836,2020-02-24
1837,2020-02-17
1838,2020-02-24
1839,2020-02-24
1840,2020-02-12
1841,2020-02-28
1842,2020-02-25
1843,2020-02-21
1844,2020-02-25
1845,2019-11-28
1846,2020-02-25
1847,2020-02-25
1848,2020-02-20
1849,2020-02-25
1850,2020-02-25
1851,2020-02-14
1852,2020-02-25
1853,2020-02-25
1854,2020-02-25
1855,2020-02-25
1856,2020-02-25
1857,2020-02-20
1858,2020-02-26
1859,2020-02-26
1860,2020-02-21
1861,2020-02-18
1862,2020-02-20
1863,2020-02-25
1864,2020-02-26
1865,2020-02-26
1866,2020-02-26
1867,2020-02-24
1868,2020-02-24
1869,2020-02-26
1870,2020-02-19
1871,2020-02-24
1872,2020-02-26
1873,2020-02-19
1874,2020-02-26
1875,2020-02-26
1876,2020-02-27
1877,2020-02-27
1878,2020-02-21
1879,2020-02-27
1880,2020-02-27
1881,2020-02-27
1882,2020-02-18
1883,2020-02-27
1884,2020-02-27
1885,2020-02-27
1886,2020-02-27
1887,2020-02-07
1888,2020-02-24
1889,2020-02-27
1890,2020-02-27
1891,2020-02-27
1892,2020-02-27
1893,2020-02-27
1894,2020-02-28
1895,2020-02-20
1896,2020-03-03
1897,2020-02-12
1898,2020-02-28
1899,2020-02-28
1900,2020-02-11
1901,2020-02-28
1902,2020-02-28
1903,2020-02-28
1904,2020-02-28
1905,2020-02-28
1906,2020-02-28
1907,2020-02-27
1908,2020-02-28
1909,2020-02-28
1910,2020-02-28
1911,2020-02-28
1912,2020-02-28
1913,2020-02-28
1914,2020-02-28
1915,2020-02-28
1916,2020-02-28
1917,2020-02-28
1918,2020-02-24
1919,2020-02-06
1920,2020-02-25
1921,2020-02-28
1922,2020-02-25
1923,2020-02-27
1924,2020-03-03
1925,2020-02-28
1926,2020-02-28
1927,2020-02-28
1928,2020-02-28
1929,2020-02-28
1930,2020-02-28
1931,2020-02-28
1932,2020-02-28
1933,2020-02-28
1934,2020-02-28
1935,2020-02-28
1936,2020-02-28
1937,2020-02-28
1938,2020-02-28
1939,2020-02-28
1940,2020-02-28
1941,2020-02-28
1942,2020-02-28
1943,2020-02-28
1944,2020-02-28
1945,2020-02-28
1946,2020-02-28
1947,2020-02-28
1948,2020-02-28
1949,2020-03-02
1950,2020-03-03
1951,2020-02-21
1952,2020-03-02
1953,2020-02-19
1954,2020-03-02
1955,2020-03-03
1956,2020-02-21
1957,2020-03-03
1958,2020-03-03
1959,2020-02-28
1960,2020-02-17
1961,2020-03-02
1962,2020-03-02
1963,2020-03-02
1964,2020-02-25
1965,2020-02-25
1966,2020-02-17
1967,2020-03-02
1968,2020-03-02
1969,2020-03-03
1970,2020-03-02
1971,2020-03-03
1972,2020-03-03
1973,2020-03-03
1974,2020-03-02
1975,2020-02-18
1976,2020-03-04
1977,2020-02-19
1978,2020-03-03
1979,2020-03-04
1980,2020-03-04
1981,2020-03-04
1982,2020-03-04
1983,2020-03-03
1984,2020-03-03
1985,2020-03-04
1986,2020-03-04
1987,2020-03-04
1988,2020-03-04
1989,2020-03-04
1990,2020-03-04
1991,2020-03-04
1992,2020-03-04
1993,2020-03-04
1994,2020-02-07
1995,2020-03-04
1996,2020-03-05
1997,2020-02-25
1998,2020-03-05
1999,2020-03-05
2000,2020-02-28
2001,2020-03-05
2002,2020-03-05
2003,2020-02-28
2004,2020-03-05
2005,
2006,2020-02-27
2007,2020-03-06
2008,2020-03-06
2009,2020-02-28
2010,2020-03-02
2011,2020-03-06
2012,2020-02-07
2013,2020-03-06
2014,2020-03-06
2015,2020-03-06
2016,2020-03-06
2017,2020-02-27
2018,2020-03-06
2019,2020-03-05
2020,2020-03-09
2021,2020-03-06
2022,2020-02-28
2023,2020-03-02
2024,2020-02-27
2025,2020-03-09
2026,2020-03-09
2027,2020-03-09
2028,2020-03-09
2029,2020-03-09
2030,2020-02-28
2031,2020-03-12
2032,2020-02-24
2033,2020-02-24
2034,2020-02-26
2035,2020-03-10
2036,2020-02-13
2037,2020-03-03
2038,2020-03-10
2039,2020-02-24
2040,2020-03-10
2041,2020-03-03
2042,2020-03-10
2043,2020-03-05
2044,2020-03-10
2045,2020-03-10
2046,2020-03-10
2047,2020-03-12
2048,2020-03-11
2049,2020-03-11
2050,2020-03-11
2051,2020-03-11
2052,2020-03-11
2053,2020-03-11
2054,2020-03-11
2055,2020-03-11
2056,2020-03-02
2057,2020-02-20
2058,2020-03-11
2059,2020-03-11
2060,2020-03-11
2061,2020-03-12
2062,2020-03-03
2063,2020-03-13
2064,2020-03-05
2065,2020-03-09
2066,2020-03-12
2067,2020-03-09
2068,2020-03-12
2069,2020-02-28
2070,2020-02-25
2071,2020-02-24
2072,2020-02-24
2073,2020-03-12
2074,2020-03-12
2075,2020-03-12
2076,2020-03-12
2077,2020-03-13
2078,2020-03-09
2079,2020-03-13
2080,2020-03-12
2081,2020-03-13
2082,2020-03-11
2083,2020-03-12
2084,2020-02-18
2085,2020-03-13
2086,2020-03-13
2087,
2088,2020-03-13
2089,2020-03-13
2090,2020-03-13
2091,2020-03-13
2092,2020-03-09
2093,2020-03-02
2094,2020-03-13
2095,2020-03-13
2096,2020-02-24
2097,2020-03-17
2098,2020-03-18
2099,2020-03-09
2100,2020-03-17
2101,2020-03-04
2102,2020-03-10
2103,2020-03-17
2104,2020-03-17
2105,2020-03-17
2106,2020-03-11
2107,2020-03-17
2108,2020-03-13
2109,2020-03-17
2110,2020-03-17
2111,2020-03-09
2112,2020-03-18
2113,2020-03-17
2114,2020-03-18
2115,2020-03-17
2116,2020-03-13
2117,2020-03-18
2118,2020-03-18
2119,2020-03-18
2120,2020-03-18
2121,2020-03-18
2122,2020-03-18
2123,2020-03-18
2124,2020-03-04
2125,2020-03-18
2126,2020-02-26
2127,2020-03-17
2128,2020-03-18
2129,2020-03-10
2130,2020-03-12
2131,2020-03-19
2132,2020-03-19
2133,2020-03-19
2134,2020-03-19
2135,2020-03-19
2136,2020-03-19
2137,2020-03-19
2138,2020-03-19
2139,2020-03-13
2140,2020-03-19
2141,2020-03-19
2142,2020-03-19
2143,2020-02-21
2144,2020-03-20
2145,2020-03-20
2146,2020-03-20
2147,2020-03-11
2148,2020-03-20
2149,2020-03-20
2150,2020-03-20
2151,2020-03-20
2152,2020-03-20
2153,2020-03-20
2154,2020-03-20
2155,2020-03-20
2156,2020-03-20
2157,2020-03-13
2158,2020-03-20
2159,2020-03-20
2160,2020-03-20
2161,2020-03-09
2162,2020-02-25
2163,2020-03-17
2164,2020-03-11
2165,2020-03-03
2166,2020-03-13
2167,2020-02-18
2168,2020-03-17
2169,2020-03-11
2170,2020-03-23
2171,2020-03-23
2172,2020-02-24
2173,2020-03-17
2174,2020-03-23
2175,2020-03-23
2176,2020-03-20
2177,2020-03-24
2178,2020-03-20
2179,2020-03-24
2180,2020-03-23
2181,2020-03-25
2182,2020-04-03
2183,2020-03-24
2184,2020-03-24
2185,2020-03-24
2186,2020-03-11
2187,2020-03-04
2188,2020-03-24
2189,2020-03-25
2190,2020-03-24
2191,2020-03-18
2192,2019-11-28
2193,2020-03-20
2194,2020-03-25
2195,2020-03-24
2196,2020-03-13
2197,2020-03-24
2198,2020-03-25
2199,
2200,2020-03-18
2201,2020-02-13
2202,2020-03-25
2203,2020-03-25
2204,2020-03-09
2205,2020-03-25
2206,2020-03-25
2207,2020-03-25
2208,2020-03-18
2209,2020-03-25
2210,2020-03-17
2211,2020-03-25
2212,2020-03-26
2213,2020-03-20
2214,2020-03-18
2215,2020-03-03
2216,2020-03-27
2217,2020-03-19
2218,2020-03-27
2219,2020-03-27
2220,2020-03-26
2221,2020-03-24
2222,2020-03-27
2223,2020-03-27
2224,2020-03-27
2225,2020-03-23
2226,2020-03-20
2227,2020-03-30
2228,2020-03-30
2229,2020-03-23
2230,2020-03-30
2231,2020-03-11
2232,2020-03-30
2233,2020-03-30
2234,2020-03-30
2235,2020-03-30
2236,2020-03-30
2237,2020-03-30
2238,2020-03-18
2239,2020-03-31
2240,2020-03-23
2241,2020-03-31
2242,2020-03-31
2243,2020-03-31
2244,2020-03-19
2245,2020-03-31
2246,2020-03-30
2247,2020-03-20
2248,2020-03-20
2249,2020-03-31
2250,2020-03-31
2251,2020-03-31
2252,2020-03-31
2253,2020-03-31
2254,2020-03-31
2255,2020-03-17
2256,2020-03-31
2257,2020-03-31
2258,2020-03-26
2259,2020-03-31
2260,2020-03-31
2261,2020-03-31
2262,2020-03-31
2263,2020-03-31
2264,2020-03-31
2265,2020-03-31
2266,2020-03-31
2267,2020-03-31
2268,2020-03-31
2269,2020-03-31
2270,2020-03-31
2271,2020-03-31
2272,2020-03-31
2273,2020-03-31
2274,2020-04-06
2275,2020-03-27
2276,2020-03-30
2277,2020-03-23
2278,2020-03-23
2279,2019-10-04
2280,2020-03-11
2281,2020-04-02
2282,2020-03-02
2283,2020-04-02
2284,2020-03-28
2285,2020-03-30
2286,2020-04-02
2287,2020-04-02
2288,2020-03-26
2289,2020-04-02
2290,2020-04-02
2291,2020-04-01
2292,2020-03-31
2293,2020-03-24
2294,2020-04-03
2295,2020-04-03
2296,2020-03-26
2297,2020-04-01
2298,2020-04-07
2299,2020-02-21
2300,2020-04-08
2301,2020-04-08
2302,2020-04-06
2303,2020-03-27
2304,2020-04-06
2305,2020-04-16
2306,2020-04-17
2307,2020-04-14
2308,2020-04-20
2309,2020-03-09
2310,2020-04-20
2311,2020-04-20
2312,2020-04-20
2313,2020-04-20
2314,2020-04-03
2315,2020-04-21
2316,2020-04-16
2317,2020-04-16
2318,2020-04-01
2319,2020-04-22
2320,2020-03-30
2321,2020-04-17
2322,2020-04-20
2323,2020-04-22
2324,2020-04-16
2325,2020-04-22
2326,2020-04-23
2327,2020-04-23
2328,2020-04-14
2329,2020-03-30
2330,2020-04-24
2331,2020-04-24
2332,2020-04-16
2333,2020-04-17
2334,2020-04-24
2335,2020-04-27
2336,2020-04-27
2337,2020-04-27
2338,2020-04-27
2339,2020-03-24
2340,2020-04-27
2341,2020-04-01
2342,2020-04-27
2343,2020-04-08
2344,2020-04-17
2345,2020-04-27
2346,2020-04-28
2347,2020-04-28
2348,2020-04-30
2349,2020-04-28
2350,2020-04-28
2351,2020-04-01
2352,2020-04-01
2353,2020-04-28
2354,2020-04-28
2355,2020-04-28
2356,2020-04-28
2357,2020-04-29
2358,2020-04-29
2359,2020-04-29
2360,2020-04-29
2361,2020-04-29
2362,2020-04-29
2363,2020-04-29
2364,2020-04-29
2365,2020-04-29
2366,2020-04-29
2367,2020-04-29
2368,2020-04-15
2369,2020-04-29
2370,2020-04-02
2371,2020-04-29
2372,2020-04-29
2373,2020-04-30
2374,2020-04-16
2375,2020-04-23
2376,2020-04-30
2377,2020-04-30
2378,2020-04-30
2379,2020-03-09
2380,2020-04-23
2381,2020-04-30
2382,2020-04-30
2383,2020-04-01
2384,2020-04-28
2385,2020-04-07
2386,2020-05-05
2387,2020-05-06
2388,2020-05-07
2389,2020-05-08
2390,2020-05-08
2391,2020-05-07
2392,2020-05-08
2393,2020-04-20
2394,2020-04-27
2395,2020-05-12
2396,2020-05-12
2397,2020-05-12
2398,2020-05-12
2399,2020-05-12
2400,2020-05-12
2401,2020-05-11
2402,2020-05-07
2403,2020-05-14
2404,2020-05-14
2405,2020-05-14
2406,2020-05-14
2407,2020-05-14
2408,2020-05-07
2409,2020-05-14
2410,2020-05-12
2411,2020-05-18
2412,2020-05-18
2413,2020-05-18
2414,2020-05-18
2415,2020-03-30
2416,2020-05-11
2417,2020-05-07
2418,2020-05-19
2419,2020-05-19
2420,2020-05-05
2421,2020-05-19
2422,2020-05-20
2423,2020-05-20
2424,2020-05-20
2425,2020-05-20
2426,2020-05-20
2427,2020-05-08
2428,2020-05-20
2429,2020-05-20
2430,2020-05-20
2431,2020-05-20
2432,2020-05-21
2433,2020-05-18
2434,2020-05-21
2435,2020-05-21
2436,2020-05-19
2437,2020-05-18
2438,2020-05-21
2439,2020-05-21
2440,2020-03-23
2441,2020-05-14
2442,2020-05-14
2443,2020-05-22
2444,2020-05-22
2445,2020-01-15
2446,2020-05-22
2447,2020-05-22
2448,2020-05-22
2449,2020-05-22
2450,2020-05-25
2451,2020-05-25
2452,2020-05-14
2453,2020-05-22
2454,2020-05-13
2455,2020-05-26
2456,2020-05-26
2457,2020-05-26
2458,2020-05-21
2459,2020-05-20
2460,2020-05-21
2461,2020-05-26
2462,2020-05-28
2463,2020-05-22
2464,2020-05-05
2465,2020-05-22
2466,2020-05-25
2467,2020-05-11
2468,2020-05-27
2469,2020-05-28
2470,2020-05-28
2471,2020-05-26
2472,2020-05-12
2473,2020-05-28
2474,2020-05-05
2475,2020-05-27
2476,2020-05-20
2477,2020-05-28
2478,2020-05-28
2479,2020-05-28
2480,2020-05-28
2481,2020-05-28
2482,2020-05-28
2483,2020-05-25
2484,2020-05-25
2485,2020-05-18
2486,2020-05-29
2487,2020-05-29
2488,2020-05-29
2489,2020-05-29
2490,2020-05-29
2491,2020-05-29
2492,2020-05-14
2493,2020-05-29
2494,2020-05-29
2495,2020-05-29
2496,2020-05-25
2497,2020-06-02
2498,2020-06-02
2499,2020-06-02
2500,2020-05-28
2501,2020-05-20
2502,2020-05-21
2503,2020-05-26
2504,2020-06-02
2505,2020-05-21
2506,2020-03-25
2507,2020-06-01
2508,2020-05-26
2509,2020-06-03
2510,2020-06-04
2511,2020-06-04
2512,2020-06-02
2513,2020-06-02
2514,2020-05-28
2515,2020-02-14
2516,2020-03-02
2517,2020-05-26
2518,2020-05-26
2519,2020-05-29
2520,2020-06-05
2521,2020-06-05
2522,2020-06-05
2523,2020-06-01
2524,2020-06-05
2525,2020-04-29
2526,2020-06-05
2527,2020-06-02
2528,2020-06-01
2529,2020-06-02
2530,2020-06-04
2531,2020-06-08
2532,2020-06-08
2533,2020-06-08
2534,2020-05-27
2535,2020-06-08
2536,2020-06-08
2537,2020-03-23
2538,2020-05-27
2539,2020-05-28
2540,2020-06-09
2541,2020-06-09
2542,2020-06-09
2543,2020-05-29
2544,2020-06-04
2545,2020-05-14
2546,2020-06-10
2547,2020-06-10
2548,2020-06-05
2549,2020-05-29
2550,2020-06-11
2551,2020-06-11
2552,2020-06-05
2553,2020-06-12
2554,2020-06-02
2555,2020-06-12
2556,2020-06-12
2557,2020-06-12
2558,2020-06-12
2559,2020-06-12
2560,2020-06-12
2561,2020-06-12
2562,2020-06-11
2563,2020-06-15
2564,2020-06-15
2565,2020-06-15
2566,2020-06-05
2567,2020-06-15
2568,2020-06-15
2569,2020-06-03
2570,2020-05-29
2571,2020-06-05
2572,2020-06-15
2573,2020-06-15
2574,2020-06-16
2575,2020-05-29
2576,2020-06-16
2577,2020-06-16
2578,2020-06-16
2579,2020-06-16
2580,2020-05-14
2581,2020-06-12
2582,2020-03-26
2583,2020-06-17
2584,2020-06-17
2585,2020-06-17
2586,2020-06-17
2587,2020-06-17
2588,2020-06-17
2589,2020-06-17
2590,2020-06-17
2591,2020-06-17
2592,2020-06-17
2593,2020-06-17
2594,2020-05-19
2595,2020-06-18
2596,2020-06-18
2597,2020-06-12
2598,2020-06-09
2599,2020-06-18
2600,2020-06-18
2601,2020-06-18
2602,2020-06-18
2603,2020-06-09
2604,2020-06-18
2605,2020-06-18
2606,2020-06-09
2607,2020-06-15
2608,2020-06-09
2609,2020-06-05
2610,2020-06-19
2611,2020-06-19
2612,2020-06-11
2613,2020-06-11
2614,2020-06-19
2615,2020-06-19
2616,2020-06-19
2617,2020-06-22
2618,2020-05-13
2619,2020-06-22
2620,2020-06-21
2621,2020-06-16
2622,2020-05-26
2623,2020-06-22
2624,2020-06-22
2625,2020-06-22
2626,2020-06-23
2627,2020-06-23
2628,2020-06-16
2629,2020-06-05
2630,2020-06-23
2631,2020-06-23
2632,2020-06-23
2633,2020-06-23
2634,2020-06-10
2635,2020-06-23
2636,2020-06-24
2637,2020-06-24
2638,2020-06-24
2639,2020-06-24
2640,2020-06-04
2641,2020-06-24
2642,2020-06-15
2643,2020-06-24
2644,2020-06-24
2645,2020-06-24
2646,2020-06-15
2647,2020-06-24
2648,2020-06-16
2649,2020-06-24
2650,2020-06-25
2651,2020-06-25
2652,2020-06-18
2653,2020-06-25
2654,2020-06-25
2655,2020-06-12
2656,2020-06-11
2657,2020-06-22
2658,2020-06-18
2659,2020-06-17
2660,2020-06-25
2661,2020-06-26
2662,2020-06-17
2663,2020-06-02
2664,2020-06-26
2665,2020-06-26
2666,2020-06-22
2667,2020-06-17
2668,2020-06-26
2669,2019-11-08
2670,2020-06-26
2671,2020-06-26
2672,2020-06-26
2673,2020-06-16
2674,2020-06-26
2675,2020-06-26
2676,2020-06-25
2677,2020-04-27
2678,2020-06-29
2679,2020-03-12
2680,2020-06-29
2681,2020-06-29
2682,2020-06-17
2683,2020-06-29
2684,2020-06-29
2685,2020-06-29
2686,2020-06-29
2687,2020-06-29
2688,2020-06-18
2689,2020-06-17
2690,2020-06-24
2691,2020-06-30
2692,2020-06-30
2693,2020-06-09
2694,2020-06-30
2695,2020-06-30
2696,2020-06-30
2697,2020-06-30
2698,2020-06-30
2699,2020-06-30
2700,2020-06-30
2701,2020-06-29
2702,2020-06-30
2703,2020-06-30
2704,2020-06-30
2705,2020-06-30
2706,2020-06-22
2707,2020-06-15
2708,2020-06-30
2709,2020-06-30
2710,2020-06-30
2711,2020-06-30
2712,2020-06-30
2713,2020-06-30
2714,2020-06-30
2715,2020-06-19
2716,2020-07-01
2717,2020-07-01
2718,2020-06-19
2719,2020-07-01
2720,2020-07-01
2721,2020-07-01
2722,2020-03-27
2723,2020-07-01
2724,2020-06-16
2725,2020-07-02
2726,2020-07-02
2727,2020-06-25
2728,2020-06-25
2729,2020-07-02
2730,2020-07-02
2731,2020-07-02
2732,2020-07-02
2733,2020-06-15
2734,2020-07-02
2735,2020-07-02
2736,2020-06-18
2737,2020-07-02
2738,2020-07-02
2739,2020-07-02
2740,2020-07-02
2741,2020-06-18
2742,2020-06-22
2743,2020-06-22
2744,2020-07-03
2745,2020-07-03
2746,2020-07-03
2747,2020-06-22
2748,2020-07-03
2749,2020-03-12
2750,2020-07-03
2751,2020-06-29
2752,2020-06-17
2753,2020-07-03
2754,2020-07-03
2755,2020-07-03
2756,2020-07-03
2757,2020-06-24
2758,2020-07-06
2759,2020-07-07
2760,2020-06-26
2761,2020-07-07
2762,2020-06-25
2763,2020-07-07
2764,2020-06-24
2765,2020-07-07
2766,2020-07-07
2767,2020-07-07
2768,2020-07-07
2769,2020-06-23
2770,2020-07-07
2771,2020-03-30
2772,2020-07-08
2773,2020-07-08
2774,2020-07-08
2775,2020-07-08
2776,2020-07-08
2777,2020-07-08
2778,2020-06-16
2779,2020-07-08
2780,2020-06-22
2781,2020-06-22
2782,2020-07-09
2783,2020-07-09
2784,2020-06-18
2785,2020-07-09
2786,2020-07-09
2787,2020-07-09
2788,2020-07-09
2789,2020-07-01
2790,2020-07-10
2791,2020-07-02
2792,2020-07-10
2793,2020-07-10
2794,2020-07-10
2795,2020-07-10
2796,2020-07-10
2797,2020-07-10
2798,2020-07-10
2799,2020-07-10
2800,2020-07-02
2801,2020-07-10
2802,2020-07-10
2803,2020-07-10
2804,2020-06-25
2805,2020-06-25
2806,2020-06-25
2807,2020-07-10
2808,2020-06-30
2809,2020-07-10
2810,2020-07-13
2811,2020-03-11
2812,2020-07-13
2813,2020-06-25
2814,2020-06-25
2815,2020-07-13
2816,2020-07-13
2817,2020-07-13
2818,2020-07-13
2819,2020-07-13
2820,2020-07-06
2821,2020-07-13
2822,2020-06-29
2823,2020-07-14
2824,2020-07-13
2825,2020-06-30
2826,2020-07-14
2827,2020-07-14
2828,2020-07-14
2829,2020-07-14
2830,2020-07-14
2831,2020-07-14
2832,2020-06-26
2833,2020-07-15
2834,2020-06-24
2835,2020-04-01
2836,2020-07-03
2837,2020-07-15
2838,2020-07-15
2839,2020-07-15
2840,2020-07-15
2841,2020-07-02
2842,2020-07-16
2843,2020-07-16
2844,2020-07-16
2845,2020-07-16
2846,2020-07-16
2847,2020-07-16
2848,2020-07-16
2849,2020-07-16
2850,2020-07-13
2851,2020-07-08
2852,2020-07-16
2853,2020-07-13
2854,2020-07-16
2855,2020-07-17
2856,2020-07-17
2857,2020-07-13
2858,2020-07-17
2859,2020-07-17
2860,2020-07-17
2861,2020-07-17
2862,2020-06-23
2863,2020-07-17
2864,2020-07-17
2865,2020-03-12
2866,2020-06-26
2867,2020-07-20
2868,2020-07-20
2869,2020-07-20
2870,2020-07-10
2871,2020-07-21
2872,2020-07-14
2873,2020-07-20
2874,2020-07-20
2875,2020-07-20
2876,2020-07-10
2877,2020-07-20
2878,2020-07-20
2879,2020-07-21
2880,2020-07-21
2881,2020-07-21
2882,2020-07-15
2883,2020-07-21
2884,2020-07-10
2885,2020-07-21
2886,2020-07-21
2887,2020-07-21
2888,2020-03-25
2889,2020-07-21
2890,2020-07-14
2891,2020-07-13
2892,2020-07-22
2893,2020-07-01
2894,2020-07-15
2895,2020-07-22
2896,2020-07-22
