,FECHA_ENT
2897,2020-07-22
2898,2020-07-16
2899,2020-07-22
2900,2020-07-22
2901,2020-07-22
2902,2020-07-22
2903,2020-07-14
2904,2020-07-14
2905,2020-07-22
2906,2020-07-22
2907,2020-07-22
2908,2020-07-23
2909,2020-07-15
2910,2020-07-23
2911,2020-07-23
2912,2020-07-23
2913,2020-07-14
2914,2020-07-20
2915,2020-07-24
2916,2020-07-02
2917,2020-07-23
2918,2020-07-21
2919,2020-07-24
2920,2020-07-24
2921,2020-07-24
2922,2020-07-14
2923,2020-07-24
2924,2020-07-24
2925,2020-08-05
2926,2020-06-30
2927,2020-07-24
2928,2020-07-24
2929,2020-07-10
2930,2020-07-24
2931,2020-07-16
2932,2020-07-27
2933,2020-07-21
2934,2020-07-27
2935,2020-07-27
2936,2020-07-27
2937,2020-07-27
2938,2020-07-27
2939,2020-07-27
2940,2020-07-27
2941,2020-07-27
2942,2020-07-27
2943,2020-07-27
2944,2020-07-27
2945,2020-07-27
2946,2020-07-27
2947,2020-07-15
2948,2020-07-28
2949,2020-07-28
2950,2020-07-20
2951,2020-07-28
2952,2020-07-28
2953,2020-07-28
2954,2020-07-24
2955,2020-07-28
2956,2020-07-28
2957,2020-07-28
2958,2020-07-28
2959,2020-07-14
2960,2020-07-17
2961,2020-07-21
2962,2020-07-29
2963,2020-07-29
2964,2020-07-29
2965,2020-07-29
2966,2020-07-29
2967,2020-07-29
2968,2020-07-15
2969,2020-07-20
2970,2020-07-07
2971,2020-07-29
2972,2020-07-29
2973,2020-07-30
2974,2020-07-14
2975,2020-07-28
2976,2020-07-30
2977,2020-07-22
2978,2020-07-30
2979,2020-07-30
2980,2020-07-16
2981,2020-07-16
2982,2020-07-16
2983,2020-07-30
2984,2020-07-25
2985,2020-07-30
2986,2020-07-30
2987,2020-07-30
2988,2020-07-14
2989,2020-07-30
2990,2020-07-30
2991,2020-07-27
2992,2020-07-28
2993,2020-07-31
2994,2020-07-01
2995,2020-07-31
2996,2020-07-20
2997,2020-07-23
2998,2020-07-31
2999,2020-07-31
3000,2020-07-31
3001,2020-07-30
3002,2020-07-31
3003,2020-07-31
3004,2020-07-31
3005,2020-07-28
3006,2020-07-31
3007,2020-07-31
3008,2020-07-31
3009,2020-07-31
3010,2020-07-31
3011,2020-07-31
3012,2020-07-31
3013,2020-07-29
3014,2020-07-30
3015,2020-07-31
3016,2020-07-22
3017,2020-07-31
3018,2020-07-31
3019,2020-07-31
3020,2020-07-28
3021,2020-07-31
3022,2020-07-28
3023,2020-08-06
3024,2020-08-05
3025,2020-07-30
3026,2020-08-05
3027,2020-07-29
3028,2020-05-29
3029,2020-08-05
3030,2020-08-05
3031,2020-08-05
3032,2020-08-05
3033,2020-08-05
3034,2020-07-29
3035,2020-08-05
3036,2020-08-05
3037,2020-08-05
3038,2020-08-03
3039,2020-08-05
3040,2020-08-05
3041,2020-07-31
3042,2020-08-05
3043,2020-08-05
3044,2020-08-06
3045,2020-07-29
3046,2020-08-07
3047,2020-08-05
3048,2020-08-05
3049,2020-08-04
3050,2020-08-06
3051,2020-08-06
3052,2020-08-06
3053,2020-08-07
3054,2020-08-07
3055,2020-08-07
3056,2020-08-07
3057,2020-07-17
3058,2020-08-07
3059,2020-08-07
3060,2020-07-22
3061,2020-07-29
3062,2020-08-07
3063,2020-08-07
3064,2020-07-29
3065,2020-07-23
3066,2020-08-07
3067,2020-08-07
3068,2020-08-03
3069,2020-08-10
3070,2020-08-10
3071,2020-08-10
3072,2020-08-10
3073,2020-08-06
3074,2020-08-10
3075,2020-07-30
3076,2020-08-07
3077,2020-08-05
3078,2020-08-10
3079,2020-08-10
3080,2020-08-11
3081,2020-08-11
3082,2020-08-11
3083,2020-07-31
3084,2020-08-11
3085,2020-07-30
3086,2020-07-31
3087,2020-07-31
3088,2020-08-11
3089,2020-08-11
3090,2020-07-30
3091,2020-08-05
3092,2020-08-12
3093,2020-08-12
3094,2020-08-12
3095,2020-07-31
3096,2020-08-12
3097,2020-08-12
3098,2020-07-31
3099,2020-08-13
3100,2020-08-13
3101,2020-07-24
3102,2020-08-13
3103,2020-07-30
3104,2020-07-30
3105,2020-08-13
3106,2020-07-30
3107,2020-08-13
3108,2020-08-13
3109,2020-07-29
3110,2020-07-30
3111,2020-08-13
3112,2020-08-13
3113,2020-07-29
3114,2020-07-17
3115,2020-08-14
3116,2020-08-14
3117,2020-08-14
3118,2020-08-14
3119,2020-07-20
3120,2020-08-14
3121,2020-08-14
3122,2020-08-05
3123,2020-08-14
3124,2020-08-14
3125,2020-08-03
3126,2020-08-06
3127,2020-08-11
3128,2020-08-17
3129,2020-08-14
3130,2020-08-17
3131,2020-08-17
3132,2020-07-29
3133,2020-08-17
3134,2020-08-14
3135,2020-08-17
3136,2020-08-13
3137,2020-08-07
3138,2020-08-06
3139,2020-08-06
3140,2020-08-06
3141,2020-08-06
3142,2020-08-06
3143,2020-08-14
3144,2020-08-12
3145,2020-08-11
3146,2020-08-11
3147,2020-08-18
3148,2020-08-18
3149,2020-08-18
3150,2020-08-12
3151,2020-08-11
3152,2020-08-19
3153,2020-08-19
3154,2020-08-19
3155,2020-08-19
3156,2020-08-05
3157,2020-08-19
3158,2020-08-11
3159,2020-08-19
3160,2020-08-19
3161,2020-08-19
3162,2020-07-30
3163,2020-08-19
3164,2020-08-14
3165,2020-07-20
3166,2020-08-12
3167,2020-08-12
3168,2020-08-19
3169,2020-08-12
3170,2020-08-20
3171,2020-08-20
3172,2020-08-20
3173,2020-08-05
3174,2020-08-11
3175,2020-08-03
3176,2020-07-30
3177,2020-08-03
3178,2020-08-17
3179,2020-08-17
3180,2020-08-20
3181,2020-08-20
3182,2020-08-20
3183,2020-08-20
3184,2020-08-03
3185,2020-08-20
3186,2020-08-17
3187,2020-08-20
3188,2020-08-06
3189,2020-08-21
3190,2020-08-21
3191,2020-08-21
3192,2020-08-21
3193,2020-08-21
3194,2020-08-18
3195,2020-08-24
3196,2020-08-25
3197,2020-08-24
3198,2020-08-17
3199,2020-08-24
3200,2020-08-12
3201,2020-08-24
3202,2020-09-04
3203,2020-08-24
3204,2020-08-24
3205,2020-08-24
3206,2020-08-24
3207,2020-08-24
3208,2020-08-25
3209,2020-08-18
3210,2020-08-25
3211,2020-08-25
3212,2020-08-14
3213,2020-08-17
3214,2020-08-14
3215,2020-08-25
3216,2020-08-25
3217,2020-08-25
3218,2020-08-25
3219,2020-08-25
3220,2020-08-26
3221,2020-08-19
3222,2020-08-13
3223,2020-08-14
3224,2020-08-18
3225,2020-08-28
3226,2020-08-26
3227,2020-08-26
3228,2020-08-26
3229,2020-08-18
3230,2020-08-11
3231,2020-08-24
3232,2020-08-26
3233,2020-08-26
3234,2020-08-26
3235,2020-08-26
3236,2020-08-26
3237,2020-08-27
3238,2020-08-27
3239,2020-08-26
3240,2020-08-27
3241,2020-08-14
3242,2020-08-17
3243,2020-08-27
3244,2020-08-27
3245,2020-08-27
3246,2020-08-27
3247,2020-08-27
3248,2020-08-27
3249,2020-09-28
3250,2020-08-12
3251,2020-08-12
3252,2020-08-27
3253,2020-08-27
3254,2020-08-19
3255,2020-08-28
3256,2020-08-10
3257,2020-08-28
3258,2020-06-09
3259,2020-08-28
3260,2020-09-04
3261,2020-08-28
3262,2020-09-04
3263,2020-08-28
3264,2020-08-28
3265,2020-08-31
3266,2020-08-18
3267,2020-08-31
3268,2020-09-03
3269,2020-08-31
3270,2020-08-18
3271,2020-08-31
3272,2020-08-31
3273,2020-08-31
3274,2020-08-31
3275,2020-08-31
3276,2020-08-31
3277,2020-08-21
3278,2020-08-31
3279,2020-08-25
3280,2020-08-06
3281,2020-08-31
3282,2020-08-19
3283,2020-08-31
3284,2020-08-31
3285,2020-08-31
3286,2020-08-21
3287,2020-08-13
3288,2020-08-31
3289,2020-08-31
3290,2020-08-31
3291,2020-08-31
3292,2020-08-25
3293,2020-08-31
3294,2020-08-31
3295,2020-08-31
3296,2020-08-31
3297,2020-08-31
3298,2020-08-31
3299,2020-08-31
3300,2020-08-31
3301,2020-08-31
3302,2020-08-31
3303,2020-09-02
3304,2020-09-02
3305,2020-09-01
3306,2020-08-20
3307,2020-09-02
3308,2020-09-02
3309,2020-09-02
3310,2020-09-02
3311,2020-09-02
3312,2020-09-02
3313,2020-09-02
3314,2020-09-02
3315,2020-08-19
3316,2020-08-28
3317,2020-09-03
3318,2020-08-27
3319,2020-09-03
3320,2020-09-03
3321,2020-09-03
3322,2020-09-03
3323,2020-09-03
3324,2020-09-03
3325,2020-08-26
3326,2020-09-03
3327,2020-09-03
3328,2020-09-03
3329,2020-09-07
3330,2020-09-04
3331,2020-09-03
3332,2020-09-03
3333,2020-09-03
3334,2020-09-03
3335,2020-09-03
3336,2020-08-11
3337,2020-09-07
3338,2020-09-04
3339,2020-09-04
3340,2020-09-04
3341,2020-09-04
3342,2020-09-04
3343,2020-09-04
3344,2020-09-04
3345,2020-09-07
3346,2020-09-07
3347,2020-09-07
3348,2020-09-07
3349,2020-08-24
3350,2020-09-07
3351,2020-08-27
3352,2020-09-07
3353,2020-09-07
3354,2020-09-07
3355,2020-06-10
3356,2020-08-25
3357,2020-08-28
3358,2020-09-07
3359,2020-08-06
3360,2020-09-04
3361,2020-09-04
3362,2020-09-08
3363,2020-09-08
3364,2020-09-08
3365,2020-08-21
3366,2020-08-28
3367,2020-09-08
3368,2020-08-11
3369,2020-09-08
3370,2020-09-08
3371,2020-09-08
3372,2020-09-08
3373,2020-09-08
3374,2020-09-08
3375,2020-09-08
3376,2020-08-26
3377,2020-09-08
3378,2020-09-08
3379,2020-09-08
3380,2020-09-01
3381,2020-09-08
3382,2020-09-08
3383,2020-09-01
3384,2020-09-09
3385,2020-09-09
3386,2020-09-04
3387,2020-09-09
3388,2020-08-25
3389,2020-09-02
3390,2020-09-10
3391,2020-09-04
3392,2020-09-04
3393,2020-09-03
3394,2020-08-26
3395,2020-09-09
3396,2020-08-31
3397,2020-09-09
3398,2020-09-09
3399,2020-09-03
3400,2020-09-09
3401,2020-09-09
3402,2020-09-02
3403,2020-08-31
3404,2020-09-03
3405,2020-09-01
3406,2020-04-28
3407,2020-09-04
3408,2020-09-03
3409,2020-09-10
3410,2020-09-11
3411,2020-09-11
3412,2020-09-04
3413,2020-09-11
3414,2020-09-11
3415,2020-09-09
3416,2020-09-04
3417,2020-09-11
3418,2020-09-28
3419,2020-09-11
3420,2020-09-14
3421,2020-09-14
3422,2020-09-14
3423,2020-09-15
3424,2020-09-15
3425,2020-09-17
3426,2020-09-15
3427,2020-09-15
3428,2020-09-15
3429,2020-09-15
3430,2020-09-07
3431,2020-09-17
3432,2020-09-17
3433,2020-09-15
3434,2020-09-11
3435,2020-09-18
3436,2020-09-18
3437,2020-09-02
3438,2020-09-02
3439,2020-09-18
3440,2020-09-18
3441,2020-09-18
3442,2020-09-18
3443,2020-09-18
3444,2020-09-11
3445,2020-09-18
3446,2020-09-18
3447,2020-09-18
3448,2020-09-18
3449,2020-09-18
3450,2020-09-18
3451,2020-09-21
3452,2020-09-07
3453,2020-09-21
3454,2020-09-21
3455,2020-09-21
3456,2020-09-10
3457,2020-09-21
3458,2020-09-21
3459,2020-09-21
3460,2020-09-09
3461,2020-09-14
3462,2020-09-17
3463,2020-09-17
3464,2020-09-21
3465,2020-09-14
3466,2020-08-06
3467,2020-09-17
3468,2020-09-24
3469,2020-09-15
3470,2020-09-22
3471,2020-09-21
3472,2020-09-22
3473,2020-09-22
3474,2020-09-15
3475,2020-09-22
3476,2020-09-22
3477,2020-08-28
3478,2020-09-22
3479,2020-09-22
3480,2020-09-22
3481,2020-09-22
3482,2020-09-23
3483,2020-09-25
3484,2020-09-23
3485,2020-09-09
3486,2020-09-23
3487,2020-09-18
3488,2020-09-23
3489,2020-09-23
3490,2020-09-24
3491,2020-09-28
3492,2020-09-28
3493,2020-09-24
3494,2020-09-11
3495,2020-09-24
3496,2020-09-24
3497,2020-08-13
3498,2020-09-21
3499,2020-09-24
3500,2020-09-28
3501,2020-09-28
3502,2020-09-23
3503,2020-09-28
3504,2020-09-28
3505,2020-09-28
3506,2020-09-18
3507,2020-09-18
3508,2020-09-09
3509,2020-09-22
3510,2020-09-11
3511,2020-09-28
3512,2020-08-20
3513,2020-09-28
3514,2020-09-18
3515,2020-09-18
3516,2020-09-28
3517,2020-09-28
3518,2020-09-28
3519,2020-09-21
3520,2020-09-17
3521,2020-09-17
3522,2020-09-28
3523,2020-09-21
3524,2020-09-30
3525,2020-09-29
3526,2020-09-24
3527,2020-09-29
3528,2020-06-29
3529,2020-09-15
3530,2020-09-29
3531,2020-09-30
3532,2020-09-29
3533,2020-09-29
3534,2020-09-30
3535,2020-09-30
3536,2020-09-25
3537,2020-09-22
3538,2020-09-30
3539,2020-09-30
3540,2020-09-24
3541,2020-09-30
3542,2020-09-30
3543,2020-09-30
3544,2020-09-30
3545,2020-09-30
3546,2020-09-30
3547,2020-09-28
3548,2020-09-30
3549,2020-10-05
3550,2020-09-30
3551,2020-09-30
3552,2020-09-24
3553,2020-09-30
3554,2020-09-29
3555,2020-09-30
3556,2020-09-24
3557,2020-09-30
3558,2020-09-30
3559,2020-09-30
3560,2020-09-30
3561,2020-09-30
3562,2020-09-30
3563,2020-09-30
3564,2020-09-25
3565,2020-09-24
3566,2020-03-30
3567,2020-09-18
3568,2020-09-30
3569,2020-09-30
3570,2020-09-30
3571,2020-09-09
3572,2020-09-09
3573,2020-09-09
3574,2020-09-09
3575,2020-09-09
3576,2020-09-09
3577,2020-10-02
3578,2020-10-02
3579,2020-10-02
3580,2020-10-02
3581,2020-10-02
3582,2020-10-02
3583,2020-10-02
3584,2020-10-02
3585,2020-10-02
3586,2020-10-02
3587,2020-10-02
3588,2020-10-02
3589,2020-10-02
3590,2020-10-02
3591,2020-10-02
3592,2020-10-02
3593,2020-10-02
3594,2020-10-02
3595,2020-10-06
3596,2020-10-02
3597,2020-10-02
3598,2020-10-02
3599,2020-10-01
3600,2020-10-05
3601,2020-10-05
3602,2020-10-05
3603,2020-10-05
3604,2020-10-05
3605,2020-10-05
3606,2020-10-02
3607,2020-10-06
3608,2020-09-28
3609,2020-10-06
3610,2020-10-06
3611,2020-10-06
3612,2020-10-06
3613,2020-09-29
3614,2020-10-06
3615,2020-10-07
3616,2020-09-28
3617,2020-10-07
3618,2020-10-07
3619,2020-09-18
3620,2020-10-07
3621,2020-10-07
3622,2020-10-06
3623,2020-09-28
3624,2020-09-28
3625,2020-09-15
3626,2020-10-06
3627,2020-10-07
3628,2020-09-22
3629,2020-10-01
3630,2020-10-07
3631,2020-09-09
3632,2020-10-08
3633,2020-09-08
3634,2020-10-08
3635,2020-10-01
3636,2020-10-01
3637,2020-10-02
3638,2020-10-08
3639,2020-09-28
3640,2020-10-05
3641,2020-10-08
3642,2020-10-08
3643,2020-10-08
3644,2020-09-29
3645,2020-10-08
3646,2020-10-05
3647,2020-09-22
3648,2020-10-06
3649,2020-10-06
3650,2020-10-02
3651,2020-10-14
3652,2020-10-09
3653,2020-10-09
3654,2020-10-02
3655,2020-09-25
3656,2020-10-07
3657,2020-10-09
3658,2020-10-07
3659,2020-10-09
3660,2020-10-09
3661,2020-10-09
3662,2020-10-09
3663,2020-10-09
3664,2020-09-08
3665,2020-10-12
3666,2020-09-30
3667,2020-10-12
3668,2020-10-12
3669,2020-10-12
3670,2020-10-12
3671,2020-10-12
3672,2020-10-08
3673,2020-10-12
3674,2020-10-05
3675,2020-10-13
3676,2020-10-13
3677,2020-10-13
3678,2020-10-06
3679,2020-10-01
3680,2020-10-02
3681,2020-10-13
3682,2020-10-07
3683,2020-10-13
3684,2020-10-16
3685,2020-10-13
3686,2020-10-07
3687,2020-09-29
3688,2020-10-09
3689,2020-10-09
3690,2020-10-12
3691,2020-10-14
3692,2020-10-07
3693,2020-10-14
3694,2020-09-24
3695,2020-10-14
3696,2020-10-14
3697,2020-10-14
3698,2020-10-14
3699,2020-10-14
3700,2020-10-14
3701,2020-10-14
3702,2020-09-29
3703,2020-10-12
3704,2020-10-06
3705,2020-10-02
3706,2020-10-08
3707,2020-10-14
3708,2020-10-14
3709,2020-10-14
3710,2020-10-07
3711,2020-10-14
3712,2020-10-10
3713,2020-10-06
3714,2020-10-14
3715,2020-10-12
3716,2020-10-09
3717,2020-10-13
3718,2020-10-07
3719,2020-10-12
3720,2020-09-22
3721,2020-10-15
3722,2020-10-15
3723,2020-10-15
3724,2020-10-08
3725,2020-10-08
3726,2020-09-14
3727,2020-10-16
3728,2020-10-16
3729,2020-10-13
3730,2020-10-16
3731,2020-10-19
3732,2020-10-16
3733,2020-10-16
3734,2020-10-16
3735,2020-10-16
3736,2020-10-16
3737,2020-10-16
3738,2020-10-19
3739,2020-10-19
3740,2020-10-19
3741,2020-10-12
3742,2020-10-19
3743,2020-10-15
3744,2020-10-19
3745,2020-06-30
3746,2020-10-14
3747,2020-10-15
3748,2020-10-19
3749,2020-10-19
3750,2020-10-12
3751,2020-10-16
3752,2020-10-13
3753,2020-10-12
3754,2020-10-12
3755,2020-10-19
3756,2020-10-12
3757,2020-10-13
3758,2020-10-15
3759,2020-10-08
3760,2020-10-20
3761,2020-10-07
3762,2020-10-20
3763,2020-10-20
3764,2020-10-20
3765,2020-10-07
3766,2020-10-20
3767,2020-10-20
3768,2020-10-20
3769,2020-10-20
3770,2020-10-20
3771,2020-09-08
3772,2020-08-19
3773,2020-10-12
3774,2020-10-12
3775,2020-10-21
3776,2020-10-08
3777,2020-10-21
3778,2020-10-21
3779,2020-10-14
3780,2020-10-21
3781,2020-10-12
3782,2020-10-05
3783,2020-10-21
3784,2020-10-21
3785,2020-10-20
3786,2020-10-21
3787,2020-10-05
3788,2020-10-21
3789,2020-10-21
3790,2020-10-13
3791,2020-10-13
3792,2020-10-13
3793,2020-10-13
3794,2020-10-21
3795,2020-10-12
3796,2020-10-22
3797,2020-10-07
3798,2020-10-22
3799,2020-10-22
3800,2020-10-22
3801,2020-10-14
3802,2020-10-22
3803,2020-10-22
3804,2020-10-06
3805,2020-10-12
3806,2020-10-22
3807,2020-10-22
3808,2020-10-22
3809,2020-10-22
3810,2020-10-23
3811,2020-10-23
3812,2020-10-23
3813,2020-10-21
3814,2020-10-26
3815,2020-10-26
3816,2020-10-26
3817,2020-10-26
3818,2020-10-26
3819,2020-10-26
3820,2020-10-27
3821,2020-10-20
3822,2020-10-12
3823,2020-10-27
3824,2020-10-19
3825,2020-10-15
3826,2020-10-16
3827,2020-10-27
3828,2020-10-26
3829,2020-10-15
3830,2020-10-22
3831,2020-10-16
3832,2020-11-02
3833,2020-10-22
3834,2020-10-19
3835,2020-10-27
3836,2020-10-20
3837,2020-10-28
3838,2020-10-19
3839,2020-10-01
3840,2020-10-28
3841,2020-10-28
3842,2020-10-07
3843,2020-10-28
3844,2020-10-28
3845,2020-10-22
3846,2020-10-19
3847,2020-10-28
3848,2020-10-28
3849,2020-10-23
3850,2020-10-14
3851,2020-10-22
3852,2020-10-20
3853,2020-10-29
3854,2020-10-29
3855,2020-10-22
3856,2020-10-29
3857,2020-10-29
3858,2020-10-29
3859,2020-10-29
3860,2020-10-29
3861,2020-10-29
3862,2020-10-29
3863,2020-10-29
3864,2020-10-29
3865,2020-10-20
3866,2020-10-22
3867,2020-10-22
3868,2020-10-30
3869,2020-10-20
3870,2020-10-12
3871,2020-10-12
3872,2020-10-30
3873,2020-10-28
3874,2020-10-30
3875,2020-10-30
3876,2020-10-30
3877,2020-10-30
3878,2020-10-30
3879,2020-10-30
3880,2020-10-30
3881,2020-10-30
3882,2020-10-30
3883,2020-10-30
3884,2020-10-30
3885,2020-10-30
3886,2020-10-30
3887,2020-10-28
3888,2020-10-30
3889,2020-10-30
3890,2020-10-22
3891,2020-10-30
3892,2020-10-30
3893,2020-10-30
3894,2020-10-30
3895,2020-10-30
3896,2020-10-30
3897,2020-10-30
3898,2020-10-20
3899,2020-10-30
3900,2020-10-30
3901,2020-10-30
3902,2020-10-23
3903,2020-11-04
3904,2020-11-04
3905,2020-11-03
3906,2020-11-04
3907,2020-11-04
3908,2020-11-03
3909,2020-11-04
3910,2020-10-30
3911,2020-10-22
3912,2020-10-30
3913,2020-11-04
3914,2020-11-03
3915,2020-11-03
3916,2020-10-14
3917,2020-11-03
3918,2020-11-03
3919,2020-11-03
3920,2020-11-03
3921,2020-11-03
3922,2020-11-04
3923,2020-11-05
3924,2020-11-05
3925,2020-10-22
3926,2020-11-05
3927,2020-11-05
3928,2020-11-05
3929,2020-11-05
3930,2020-10-23
3931,2020-11-05
3932,2020-11-06
3933,2020-11-06
3934,2020-11-06
3935,2020-10-29
3936,2020-10-28
3937,2020-11-06
3938,2020-11-06
3939,2020-11-06
3940,2020-11-06
3941,2020-11-06
3942,2020-11-06
3943,2020-11-03
3944,2020-11-06
3945,2020-11-09
3946,2020-11-09
3947,2020-11-09
3948,2020-11-09
3949,2020-11-09
3950,2020-11-10
3951,2020-11-10
3952,2020-11-10
3953,2020-11-10
3954,2020-11-10
3955,2020-11-11
3956,2020-11-10
3957,2020-11-11
3958,2020-11-11
3959,2020-11-11
3960,2020-11-11
3961,2020-11-11
3962,2020-11-11
3963,2020-11-11
3964,2020-11-11
3965,2020-11-11
3966,2020-11-05
3967,2020-10-23
3968,2020-11-03
3969,2020-11-06
3970,2020-11-05
3971,2020-11-12
3972,2020-11-12
3973,2020-11-12
3974,2020-11-12
3975,2020-11-12
3976,2020-11-10
3977,2020-10-27
3978,2020-11-13
3979,2020-11-13
3980,2020-11-13
3981,2020-11-06
3982,2020-11-13
3983,2020-11-13
3984,2020-11-17
3985,2020-11-04
3986,2020-11-13
3987,2020-11-13
3988,2020-11-13
3989,2020-10-20
3990,2020-11-13
3991,2020-11-13
3992,2020-11-17
3993,2020-11-03
3994,2020-11-17
3995,2020-11-17
3996,2020-11-13
3997,2020-11-17
3998,2020-11-17
3999,2020-10-07
4000,2020-11-09
4001,2020-11-17
4002,2020-11-17
4003,2020-11-17
4004,2020-11-17
4005,2020-11-17
4006,2020-11-17
4007,2020-11-17
4008,2020-11-17
4009,2020-11-17
4010,2020-11-17
4011,2020-11-17
4012,2020-11-18
4013,2020-11-13
4014,2020-11-18
4015,2020-11-18
4016,2020-11-18
4017,2020-11-18
4018,2020-11-06
4019,2020-11-18
4020,2020-11-18
4021,2020-11-19
4022,2020-11-18
4023,2020-11-12
4024,2020-11-18
4025,2020-11-18
4026,2020-11-18
4027,2020-11-18
4028,2020-11-18
4029,2020-11-18
4030,2020-11-19
4031,2020-11-13
4032,2020-11-19
4033,2020-11-13
4034,2020-11-19
4035,2020-10-27
4036,2020-11-19
4037,2020-11-12
4038,2020-11-19
4039,2020-11-17
4040,2020-11-19
4041,2020-11-19
4042,2020-11-20
4043,2020-11-24
4044,2020-11-04
4045,2020-11-20
4046,2020-11-17
4047,2020-11-20
4048,2020-11-20
4049,2020-11-20
4050,2020-11-20
4051,2020-10-23
4052,2020-10-23
4053,2020-10-23
4054,2020-11-20
4055,2020-11-20
4056,2020-11-19
4057,2020-11-20
4058,2020-11-18
4059,2020-11-20
4060,2020-11-20
4061,2020-11-18
4062,2020-11-23
4063,2020-11-23
4064,2020-11-23
4065,2020-11-18
4066,2020-11-23
4067,2020-11-23
4068,2020-10-16
4069,2020-11-13
4070,2020-11-20
4071,2020-11-24
4072,2020-11-17
4073,2020-11-19
4074,2020-11-24
4075,2020-11-24
4076,2020-11-24
4077,2020-11-13
4078,2020-11-23
4079,2020-11-13
4080,2020-11-24
4081,2020-10-29
4082,2020-10-29
4083,2020-11-25
4084,2020-11-13
4085,2020-11-25
4086,2020-11-11
4087,2020-11-25
4088,2020-11-25
4089,2020-11-11
4090,2020-11-25
4091,2020-11-25
4092,2020-11-25
4093,2020-11-25
4094,2020-11-25
4095,2020-11-25
4096,2020-11-25
4097,2020-11-25
4098,2020-11-13
4099,2020-11-25
4100,2020-11-25
4101,2020-11-25
4102,2020-11-23
4103,2020-11-23
4104,2020-11-26
4105,2020-11-26
4106,2020-11-26
4107,2020-11-26
4108,2020-11-26
4109,2020-11-20
4110,2020-11-26
4111,2020-11-26
4112,2020-11-26
4113,2020-11-26
4114,2020-11-26
4115,2020-11-26
4116,2020-11-26
4117,2020-11-27
4118,2020-11-24
4119,2020-11-20
4120,2020-11-27
4121,2020-11-30
4122,2020-11-27
4123,2020-11-27
4124,2020-11-27
4125,2020-11-27
4126,2020-11-27
4127,2020-11-27
4128,2020-11-27
4129,2020-11-27
4130,2020-11-27
4131,2020-11-27
4132,2020-11-27
4133,2020-10-27
4134,2020-11-19
4135,2020-12-18
4136,2020-11-27
4137,2020-11-12
4138,2020-11-27
4139,2020-11-27
4140,2020-11-27
4141,2020-11-27
4142,2020-11-12
4143,2020-11-27
4144,2020-11-30
4145,2020-10-29
4146,2020-11-30
4147,2020-11-25
4148,2020-11-18
4149,2020-10-08
4150,2020-11-30
4151,2020-11-30
4152,2020-11-30
4153,2020-11-30
4154,2020-11-30
4155,2020-11-30
4156,2020-11-30
4157,2020-11-30
4158,2020-11-30
4159,2020-11-30
4160,2020-11-19
4161,2020-11-30
4162,2020-11-30
4163,2020-11-30
4164,2020-11-30
4165,2020-11-30
4166,2020-11-30
4167,2020-11-30
4168,2020-11-30
4169,2020-11-30
4170,2020-11-17
4171,2020-11-30
4172,2020-11-30
4173,2020-11-30
4174,2020-11-30
4175,2020-12-01
4176,2020-12-01
4177,2020-12-01
4178,2020-12-01
4179,2020-12-01
4180,2020-11-30
4181,2020-11-24
4182,2020-12-01
4183,2020-11-25
4184,2020-12-02
4185,2020-11-30
4186,2020-11-27
4187,2020-12-02
4188,2020-12-01
4189,2020-11-12
4190,2020-11-12
4191,2020-12-02
4192,2020-11-24
4193,2020-12-02
4194,2020-12-02
4195,2020-12-02
4196,2020-11-27
4197,2020-12-02
4198,2020-12-02
4199,2020-11-27
4200,2020-12-10
4201,2020-12-03
4202,2020-12-03
4203,2020-12-03
4204,2020-12-03
4205,2020-12-02
4206,2020-11-18
4207,2020-12-03
4208,2020-12-03
4209,2020-12-03
4210,2020-12-03
4211,2020-12-03
4212,2020-12-03
4213,2020-11-19
4214,2020-11-19
4215,2020-12-04
4216,2020-11-23
4217,2020-12-04
4218,2020-11-27
4219,2020-12-04
4220,2020-12-04
4221,2020-12-04
4222,2020-12-04
4223,2020-11-30
4224,2020-11-27
4225,2020-12-04
4226,2020-12-10
4227,2020-12-04
4228,2020-12-04
4229,2020-11-27
4230,2020-12-02
4231,2020-11-25
4232,2020-12-09
4233,2020-12-07
4234,2020-11-27
4235,2020-12-01
4236,2020-11-30
4237,2020-12-07
4238,2020-11-25
4239,2020-12-07
4240,2020-12-07
4241,2020-12-04
4242,2020-12-07
4243,2020-12-07
4244,2020-12-07
4245,2020-12-07
4246,2020-11-25
4247,2020-12-08
4248,2020-12-12
4249,2020-12-08
4250,2020-11-23
4251,2020-12-08
4252,2020-12-08
4253,2020-12-09
4254,2020-12-09
4255,2020-12-09
4256,2020-12-09
4257,2020-12-02
4258,2020-12-09
4259,2020-12-09
4260,2020-12-09
4261,2020-12-09
4262,2020-12-10
4263,2020-12-09
4264,2020-12-09
4265,2020-12-10
4266,2020-12-11
4267,2020-12-09
4268,2020-12-09
4269,2020-12-07
4270,2020-12-07
4271,2020-12-09
4272,2020-12-09
4273,2020-12-18
4274,2020-12-10
4275,2020-12-10
4276,2020-11-24
4277,2020-12-08
4278,2020-12-10
4279,2020-12-08
4280,2020-12-10
4281,2020-12-17
4282,2020-11-27
4283,2020-11-30
4284,2020-12-11
4285,2020-12-09
4286,2020-12-21
4287,2020-12-08
4288,2020-12-11
4289,2020-12-04
4290,2020-12-07
4291,2020-11-26
4292,2020-12-11
4293,2020-12-11
4294,2020-12-14
4295,2020-12-15
